title,budget,budget_squared,revenue,runtime,vote_average,year,main_genre
Resident Evil: Extinction,45000000,2025000000000000,148412065,94.0,6.1,2007,Horror
Blended,40000000,1600000000000000,123494610,117.0,6.6,2014,Comedy
Last Holiday,45000000,2025000000000000,38399961,112.0,6.4,2006,Adventure
Savages,45000000,2025000000000000,82966152,131.0,6.2,2012,Crime
Cellular,25000000,625000000000000,56422687,94.0,6.1,2004,Action
Johnny English,40000000,1600000000000000,160583018,88.0,6.0,2003,Adventure
The Ant Bully,50000000,2500000000000000,55181129,88.0,5.5,2006,Fantasy
Dune,40000000,1600000000000000,30925690,137.0,6.5,1984,Action
Revolutionary Road,35000000,1225000000000000,75225693,119.0,6.7,2008,Drama
16 Blocks,55000000,3025000000000000,65664721,105.0,6.2,2006,Action
Babylon A.D.,70000000,4900000000000000,72108608,101.0,5.4,2008,Action
Aliens in the Attic,45000000,2025000000000000,57881056,86.0,5.3,2009,Adventure
The Pledge,35000000,1225000000000000,29400000,123.0,6.5,2001,Crime
The Producers,45000000,2025000000000000,38058335,134.0,6.1,2005,Comedy
The Phantom,45000000,2025000000000000,17300889,100.0,4.7,1996,Adventure
Nixon,44000000,1936000000000000,13681765,192.0,7.1,1995,History
The Ghost Writer,45000000,2025000000000000,60222298,128.0,6.7,2010,Thriller
Deep Rising,45000000,2025000000000000,11203026,106.0,6.0,1998,Adventure
Miracle at St. Anna,45000000,2025000000000000,9323833,160.0,6.3,2008,Drama
Bangkok Dangerous,45000000,2025000000000000,42487390,99.0,5.0,2008,Action
Big Trouble,40000000,1600000000000000,8493890,85.0,6.3,2002,Action
Love in the Time of Cholera,45000000,2025000000000000,4607608,139.0,6.4,2007,Drama
Shadow Conspiracy,45000000,2025000000000000,2154540,103.0,4.0,1997,Action
Johnny English Reborn,45000000,2025000000000000,160078586,101.0,6.0,2011,Crime
Foodfight!,65000000,4225000000000000,73706,87.0,2.3,2012,Animation
Argo,44500000,1980250000000000,232324128,120.0,7.1,2012,Drama
The Fugitive,44000000,1936000000000000,368875760,130.0,7.2,1993,Adventure
The Bounty Hunter,40000000,1600000000000000,136000000,110.0,5.5,2010,Action
Sleepers,44000000,1936000000000000,165615285,147.0,7.3,1996,Crime
Rambo: First Blood Part II,44000000,1936000000000000,300400432,96.0,6.3,1985,Action
Pinocchio,2600000,6760000000000,84300000,88.0,6.9,1940,Animation
Heaven's Gate,44000000,1936000000000000,3484331,219.0,6.4,1980,Action
Underworld: Evolution,50000000,2500000000000000,111340801,106.0,6.4,2006,Fantasy
Victor Frankenstein,40000000,1600000000000000,34227298,109.0,5.6,2015,Drama
Finding Forrester,43000000,1849000000000000,80049764,136.0,7.0,2000,Drama
Unleashed,45000000,2025000000000000,50871113,103.0,6.6,2005,Action
The Sweetest Thing,43000000,1849000000000000,68696770,84.0,5.3,2002,Romance
The Firm,42000000,1764000000000000,270248367,154.0,6.6,1993,Drama
Charlie St. Cloud,44000000,1936000000000000,48190704,99.0,6.8,2010,Drama
The Mechanic,40000000,1600000000000000,51070807,93.0,6.3,2011,Action
21 Jump Street,42000000,1764000000000000,201585328,109.0,6.7,2012,Action
Notting Hill,42000000,1764000000000000,363889678,124.0,7.0,1999,Romance
Chicken Run,45000000,2025000000000000,224834564,84.0,6.5,2000,Animation
Along Came Polly,42000000,1764000000000000,171963386,90.0,5.8,2004,Comedy
Boomerang,40000000,1600000000000000,70100000,117.0,5.4,1992,Comedy
The Heat,43000000,1849000000000000,158674180,117.0,6.5,2013,Action
Cleopatra,31115000,968143225000000,71000000,248.0,6.7,1963,Drama
High Crimes,42000000,1764000000000000,63781810,115.0,6.1,2002,Drama
The Mothman Prophecies,32000000,1024000000000000,55157539,119.0,6.1,2002,Drama
Licence to Kill,32000000,1024000000000000,156167015,133.0,5.9,1989,Adventure
Red Riding Hood,42000000,1764000000000000,89162162,100.0,5.6,2011,Fantasy
15 Minutes,60000000,3600000000000000,56359980,120.0,5.7,2001,Action
Super Mario Bros.,48000000,2304000000000000,20915465,104.0,4.0,1993,Adventure
Lord of War,42000000,1764000000000000,24127895,122.0,7.0,2005,Crime
Hero,31000000,961000000000000,177394432,99.0,7.2,2002,Drama
One for the Money,40000000,1600000000000000,36893721,91.0,5.3,2012,Action
The Interview,44000000,1936000000000000,12342632,112.0,6.1,2014,Action
The Warrior's Way,42000000,1764000000000000,11087569,100.0,6.3,2010,Adventure
Micmacs,33000000,1089000000000000,14000000,100.0,6.8,2009,Action
8 Mile,41000000,1681000000000000,215000000,110.0,6.8,2002,Drama
A Knight's Tale,65000000,4225000000000000,117487473,132.0,6.6,2001,Adventure
The Sixth Sense,40000000,1600000000000000,672806292,107.0,7.7,1999,Mystery
Man on a Ledge,42000000,1764000000000000,46221189,102.0,6.2,2012,Action
The Big Year,41000000,1681000000000000,7448385,100.0,5.6,2011,Comedy
The Karate Kid,8000000,64000000000000,90815558,126.0,6.9,1984,Drama
American Hustle,40000000,1600000000000000,251171807,138.0,6.8,2013,Drama
The Proposal,40000000,1600000000000000,317375031,108.0,6.7,2009,Comedy
Double Jeopardy,70000000,4900000000000000,177841558,105.0,6.2,1999,Crime
Back to the Future Part II,40000000,1600000000000000,332000000,108.0,7.4,1989,Adventure
Lucy,40000000,1600000000000000,126546825,89.0,6.3,2014,Action
Fifty Shades of Grey,40000000,1600000000000000,571006128,125.0,5.2,2015,Drama
Spy Kids 3-D: Game Over,38000000,1444000000000000,197011982,84.0,4.7,2003,Action
A Time to Kill,40000000,1600000000000000,152266007,149.0,7.0,1996,Crime
Cheaper by the Dozen,40000000,1600000000000000,190212113,98.0,6.0,2003,Comedy
Lone Survivor,40000000,1600000000000000,149295601,121.0,7.4,2013,Action
A League of Their Own,40000000,1600000000000000,107458785,128.0,6.7,1992,Comedy
The Conjuring 2,40000000,1600000000000000,320170008,134.0,7.0,2016,Horror
The Social Network,40000000,1600000000000000,224920315,120.0,7.1,2010,Drama
He's Just Not That Into You,40000000,1600000000000000,177259441,129.0,6.2,2009,Comedy
Scary Movie 4,45000000,2025000000000000,178262620,83.0,5.3,2006,Comedy
Scream 3,40000000,1600000000000000,161834276,116.0,5.7,2000,Horror
Back to the Future Part III,40000000,1600000000000000,244527583,118.0,7.1,1990,Adventure
Get Hard,40000000,1600000000000000,111811453,100.0,5.9,2015,Comedy
Dracula,40000000,1600000000000000,215862692,128.0,7.1,1992,Romance
Julie & Julia,40000000,1600000000000000,129540499,123.0,6.6,2009,Romance
42,40000000,1600000000000000,95020213,128.0,6.8,2013,Drama
The Talented Mr. Ripley,40000000,1600000000000000,128798265,139.0,7.0,1999,Thriller
Dumb and Dumber To,40000000,1600000000000000,169837010,110.0,5.4,2014,Comedy
Eight Below,40000000,1600000000000000,120455994,120.0,6.7,2006,Adventure
The Intern,35000000,1225000000000000,194564672,121.0,7.1,2015,Comedy
Ride Along 2,40000000,1600000000000000,124827316,102.0,6.1,2016,Action
The Last of the Mohicans,40000000,1600000000000000,75505856,112.0,7.1,1992,Action
Ray,40000000,1600000000000000,124731534,152.0,7.2,2004,Drama
Sin City,40000000,1600000000000000,158733820,124.0,7.2,2005,Action
Vantage Point,40000000,1600000000000000,151161491,90.0,6.2,2008,Drama
"I Love You, Man",41000000,1681000000000000,91636986,105.0,6.5,2009,Comedy
Shallow Hal,40000000,1600000000000000,141069860,114.0,5.7,2001,Comedy
JFK,40000000,1600000000000000,205405498,189.0,7.5,1991,Drama
Big Momma's House 2,40000000,1600000000000000,138259062,99.0,5.4,2006,Comedy
The Mexican,57000000,3249000000000000,147845033,123.0,5.8,2001,Action
17 Again,20000000,400000000000000,136267476,102.0,6.1,2009,Comedy
The Other Woman,40000000,1600000000000000,196781193,109.0,6.2,2014,Comedy
The Final Destination,40000000,1600000000000000,186167139,82.0,5.4,2009,Horror
Bridge of Spies,40000000,1600000000000000,165478348,141.0,7.2,2015,Thriller
Behind Enemy Lines,40000000,1600000000000000,91753202,106.0,6.0,2001,Action
Get Him to the Greek,40000000,1600000000000000,90029656,109.0,5.9,2010,Comedy
Shall We Dance?,50000000,2500000000000000,170128460,107.0,5.9,2004,Drama
Small Soldiers,40000000,1600000000000000,54682547,110.0,6.2,1998,Comedy
Spawn,40000000,1600000000000000,87840042,96.0,5.0,1997,Action
The Count of Monte Cristo,35000000,1225000000000000,75395048,131.0,7.3,2002,Action
The Lincoln Lawyer,40000000,1600000000000000,85412898,119.0,7.0,2011,Crime
Unknown,30000000,900000000000000,130786397,113.0,6.5,2011,Action
The Prestige,40000000,1600000000000000,109676311,130.0,8.0,2006,Drama
Horrible Bosses 2,42000000,1764000000000000,107670357,108.0,6.1,2014,Comedy
Escape from Planet Earth,40000000,1600000000000000,74597643,89.0,5.7,2013,Animation
Apocalypto,40000000,1600000000000000,120175290,139.0,7.3,2006,Action
The Living Daylights,40000000,1600000000000000,191185897,130.0,6.2,1987,Action
Predators,40000000,1600000000000000,126248813,107.0,6.0,2010,Action
Secret Window,40000000,1600000000000000,92913171,96.0,6.4,2004,Thriller
The Lake House,40000000,1600000000000000,114830111,99.0,6.5,2006,Romance
The Skeleton Key,43000000,1849000000000000,91974818,104.0,6.4,2005,Drama
Made of Honor,40000000,1600000000000000,84601681,101.0,6.0,2008,Comedy
Jersey Boys,40000000,1600000000000000,67347013,134.0,6.8,2014,Music
The Rainmaker,40000000,1600000000000000,45916769,135.0,6.7,1997,Drama
Gothika,40000000,1600000000000000,141591324,98.0,5.8,2003,Horror
Amistad,36000000,1296000000000000,74000000,155.0,6.8,1997,Drama
Aliens vs Predator: Requiem,40000000,1600000000000000,41797066,94.0,4.9,2007,Fantasy
Music and Lyrics,40000000,1600000000000000,145896422,96.0,6.2,2007,Comedy
Paul,40000000,1600000000000000,97552050,104.0,6.5,2011,Adventure
The Guilt Trip,40000000,1600000000000000,41863726,95.0,5.4,2012,Comedy
Scream 4,40000000,1600000000000000,97138686,111.0,6.1,2011,Horror
8MM,40000000,1600000000000000,96618699,123.0,6.1,1999,Thriller
The Doors,38000000,1444000000000000,34416893,140.0,6.7,1991,Drama
Sex Tape,40000000,1600000000000000,126069509,97.0,5.3,2014,Comedy
Hanging Up,40000000,1600000000000000,36037909,94.0,5.0,2000,Comedy
Final Destination 5,47000000,2209000000000000,157887643,92.0,5.9,2011,Horror
Pay It Forward,40000000,1600000000000000,55707411,122.0,7.0,2000,Drama
Fever Pitch,30000000,900000000000000,50451307,103.0,5.9,2005,Comedy
The Shadow,25000000,625000000000000,48063435,108.0,5.4,1994,Adventure
Extremely Loud & Incredibly Close,40000000,1600000000000000,55247881,129.0,6.9,2011,Drama
Morning Glory,40000000,1600000000000000,58785180,102.0,6.1,2010,Comedy
Get Rich or Die Tryin',40000000,1600000000000000,46442528,117.0,6.3,2005,Drama
The Art of War,40000000,1600000000000000,30199105,117.0,5.6,2000,Crime
Rent,40000000,1600000000000000,31670620,135.0,6.7,2005,Drama
The Out-of-Towners,75000000,5625000000000000,29000000,90.0,5.0,1999,Comedy
The Island of Dr. Moreau,40000000,1600000000000000,49627779,96.0,4.6,1996,Fantasy
The Musketeer,40000000,1600000000000000,27053815,104.0,5.2,2001,Action
Sweet November,40000000,1600000000000000,65754228,119.0,6.4,2001,Drama
The Reaping,40000000,1600000000000000,62771059,99.0,5.4,2007,Horror
Mean Streets,500000,250000000000,3000000,110.0,7.2,1973,Drama
Renaissance Man,40000000,1600000000000000,24332324,128.0,5.9,1994,Comedy
Colombiana,40000000,1600000000000000,60965854,108.0,6.5,2011,Action
Quest for Camelot,40000000,1600000000000000,38172500,86.0,6.9,1998,Fantasy
City By The Sea,40000000,1600000000000000,22433915,108.0,5.7,2002,Crime
Torque,40000000,1600000000000000,46546197,84.0,4.7,2004,Action
Showgirls,45000000,2025000000000000,20350754,128.0,4.9,1995,Drama
Marie Antoinette,40000000,1600000000000000,60474340,123.0,6.5,2006,Drama
Get Carter,63600000,4044960000000000,19412993,102.0,4.8,2000,Action
The Impossible,42000000,1764000000000000,180274123,113.0,7.0,2012,Thriller
Ishtar,55000000,3025000000000000,14375181,107.0,4.2,1987,Action
Fantastic Mr. Fox,40000000,1600000000000000,46471023,87.0,7.5,2009,Adventure
Life or Something Like It,40000000,1600000000000000,16872671,103.0,5.7,2002,Comedy
Memoirs of an Invisible Man,40000000,1600000000000000,14358033,99.0,5.7,1992,Comedy
Amélie,10000000,100000000000000,173921954,122.0,7.8,2001,Comedy
Alfie,60000000,3600000000000000,13395939,103.0,5.6,2004,Comedy
Big Miracle,40000000,1600000000000000,24719215,107.0,6.6,2012,Adventure
The Deep End of the Ocean,38000000,1444000000000000,28121100,106.0,5.9,1999,Drama
FearDotCom,40000000,1600000000000000,18902015,101.0,3.2,2002,Horror
Cirque du Freak: The Vampire's Assistant,40000000,1600000000000000,28169671,109.0,5.5,2009,Adventure
Duplex,40000000,1600000000000000,19322135,89.0,5.9,2003,Action
Universal Soldier: The Return,45000000,2025000000000000,10667893,82.0,4.2,1999,Action
Pandorum,33000000,1089000000000000,20645327,108.0,6.5,2009,Action
Extreme Ops,40000000,1600000000000000,10959475,93.0,5.0,2002,Action
Sunshine,50000000,2500000000000000,32017803,107.0,7.0,2007,Science Fiction
A Thousand Words,40000000,1600000000000000,22044277,91.0,6.0,2012,Drama
The Gunman,40000000,1600000000000000,13644292,115.0,5.5,2015,Action
Stormbreaker,40000000,1600000000000000,23937870,93.0,5.1,2006,Adventure
Disturbia,20000000,400000000000000,117760134,105.0,6.6,2007,Thriller
Hackers,20000000,400000000000000,7563728,107.0,6.2,1995,Action
Snowpiercer,39200000,1536640000000000,86758912,126.0,6.7,2013,Action
The Crow,15000000,225000000000000,94000000,102.0,7.3,1994,Fantasy
Baahubali: The Beginning,40000000,1600000000000000,100000000,159.0,7.5,2015,Action
The Time Traveler's Wife,39000000,1521000000000000,101229792,107.0,6.7,2009,Drama
Frankenweenie,39000000,1521000000000000,35287788,87.0,6.6,2012,Animation
Serenity,39000000,1521000000000000,38869464,119.0,7.4,2005,Science Fiction
Against the Ropes,39000000,1521000000000000,6614280,106.0,4.5,2004,Romance
Superman III,39000000,1521000000000000,75850624,125.0,5.3,1983,Comedy
Grudge Match,40000000,1600000000000000,44907260,113.0,6.0,2013,Comedy
Red Cliff,80341000,6454676281000000,127814609,150.0,7.1,2008,Adventure
Sweet Home Alabama,30000000,900000000000000,180622424,108.0,6.0,2002,Comedy
The Ugly Truth,38000000,1444000000000000,205298907,96.0,6.4,2009,Comedy
Spy Kids 2: The Island of Lost Dreams,38000000,1444000000000000,119723358,100.0,5.3,2002,Action
Star Trek: Generations,38000000,1444000000000000,120000000,118.0,6.4,1994,Science Fiction
The Grandmaster,3860000,14899600000000,64076736,130.0,6.3,2013,Action
Water for Elephants,38000000,1444000000000000,114156230,120.0,6.7,2011,Drama
The Hurricane,50000000,2500000000000000,73956241,146.0,7.2,1999,Drama
Enough,38000000,1444000000000000,51801187,114.0,6.2,2002,Drama
Paul Blart: Mall Cop 2,38000000,1444000000000000,107597242,94.0,5.0,2015,Action
Angel Eyes,53000000,2809000000000000,29700000,102.0,5.6,2001,Drama
The Ninth Gate,38000000,1444000000000000,58401898,133.0,6.3,1999,Horror
Extreme Measures,38000000,1444000000000000,17380126,118.0,5.7,1996,Drama
Rock Star,57000000,3249000000000000,16991902,105.0,6.0,2001,Music
Precious,10000000,100000000000000,47536959,110.0,6.9,2009,Drama
White Squall,38000000,1444000000000000,10300000,129.0,6.3,1996,Action
The Thing,15000000,225000000000000,19629760,109.0,7.8,1982,Horror
Riddick,38000000,1444000000000000,98337295,119.0,6.2,2013,Science Fiction
Switchback,37000000,1369000000000000,6482195,118.0,5.8,1997,Action
City of Ember,55000000,3025000000000000,17869048,90.0,6.2,2008,Adventure
The Master,32000000,1024000000000000,28258060,137.0,7.0,2012,Drama
Virgin Territory,38000000,1444000000000000,5410749,93.0,4.3,2007,Adventure
The Express,40000000,1600000000000000,9793496,130.0,7.1,2008,Drama
The 5th Wave,38000000,1444000000000000,109906372,112.0,5.6,2016,Adventure
Creed,37000000,1369000000000000,173567581,133.0,7.3,2015,Drama
The Town,37000000,1369000000000000,154026136,125.0,7.0,2010,Crime
What to Expect When You're Expecting,40000000,1600000000000000,79700000,110.0,5.8,2012,Romance
Burn After Reading,37000000,1369000000000000,163720069,96.0,6.5,2008,Comedy
Nim's Island,37000000,1369000000000000,100076342,96.0,5.6,2008,Adventure
Rush,38000000,1444000000000000,90247624,123.0,7.7,2013,Drama
Magnolia,37000000,1369000000000000,48451803,188.0,7.5,1999,Drama
Cop Out,30000000,900000000000000,55583804,107.0,5.3,2010,Action
How to Be Single,38000000,1444000000000000,112343513,110.0,5.9,2016,Comedy
Dolphin Tale,37000000,1369000000000000,95404397,113.0,6.7,2011,Drama
Twilight,37000000,1369000000000000,392616625,122.0,5.8,2008,Adventure
John Q,36000000,1296000000000000,102244770,116.0,7.0,2002,Drama
Blue Streak,65000000,4225000000000000,117758500,93.0,6.1,1999,Action
We're the Millers,37000000,1369000000000000,269994119,110.0,6.8,2013,Comedy
The Inhabited Island,36500000,1332250000000000,21834845,115.0,5.3,2008,Action
Breakdown,36000000,1296000000000000,50159144,95.0,6.6,1997,Drama
Never Say Never Again,36000000,1296000000000000,160000000,134.0,5.8,1983,Adventure
Hot Tub Time Machine,36000000,1296000000000000,64572262,101.0,6.0,2010,Science Fiction
Dolphin Tale 2,36000000,1296000000000000,52424533,107.0,6.7,2014,Family
Reindeer Games,42000000,1764000000000000,32168970,124.0,5.4,2000,Thriller
A Man Apart,36000000,1296000000000000,44350926,109.0,5.8,2003,Action
Aloha,37000000,1369000000000000,26250020,105.0,5.2,2015,Drama
The Rite,37000000,1369000000000000,96047633,114.0,5.8,2011,Drama
Gattaca,36000000,1296000000000000,12532777,106.0,7.5,1997,Thriller
Isn't She Great,36000000,1296000000000000,3003296,95.0,4.6,2000,Drama
Space Chimps,37000000,1369000000000000,63800345,81.0,5.2,2008,Animation
The Hangover,35000000,1225000000000000,459270619,100.0,7.2,2009,Comedy
Ip Man 3,36000000,1296000000000000,156844753,105.0,6.5,2015,Action
Austin Powers: The Spy Who Shagged Me,33000000,1089000000000000,310940086,95.0,6.2,1999,Adventure
Batman,35000000,1225000000000000,411348924,126.0,7.0,1989,Fantasy
Lethal Weapon 3,35000000,1225000000000000,321731527,118.0,6.4,1992,Adventure
The Blind Side,29000000,841000000000000,309208309,129.0,7.2,2009,Drama
Spy Kids,35000000,1225000000000000,147934180,88.0,5.5,2001,Action
Horrible Bosses,35000000,1225000000000000,117000000,98.0,6.5,2011,Comedy
True Grit,38000000,1444000000000000,252276927,110.0,7.2,2010,Drama
The Devil Wears Prada,35000000,1225000000000000,326551094,109.0,7.0,2006,Comedy
Star Trek: The Motion Picture,35000000,1225000000000000,139000000,132.0,6.2,1979,Science Fiction
Identity Thief,35000000,1225000000000000,173965010,111.0,5.6,2013,Comedy
Cape Fear,35000000,1225000000000000,182300000,128.0,7.0,1991,Crime
21,35000000,1225000000000000,69823199,123.0,6.5,2008,Drama
Trainwreck,35000000,1225000000000000,140795793,125.0,5.9,2015,Comedy
Guess Who,35000000,1225000000000000,68915888,105.0,5.5,2005,Comedy
The English Patient,27000000,729000000000000,231976425,162.0,7.0,1996,Drama
